tiempo,frac_inf_acum,frac_inf_act
404568,0.2,0.2
404604,0.2,0.2
404640,0.2,0.2
404676,0.2,0.2
404712,0.2,0.2
404748,0.2,0.2
404784,0.2,0.2
404820,0.2,0.2
404856,0.2,0.2
404892,0.2,0.2
404928,0.2,0.2
404964,0.2,0.2
405000,0.2,0.2
405036,0.2,0.2
405072,0.2,0.2
405108,0.2,0.2
405144,0.2,0.2
405180,0.2,0.2
405216,0.2,0.2
405252,0.2,0.2
405288,0.2,0.2
405324,0.2,0.2
405360,0.2,0.2
405396,0.2,0.2
405432,0.2,0.2
405468,0.2,0.2
405504,0.2,0.2
405540,0.2,0.2
405576,0.2,0.2
405612,0.2,0.2
405648,0.2,0.2
405684,0.2,0.2
405720,0.2,0.2
405756,0.2,0.2
405792,0.2,0.2
405828,0.2,0.2
405864,0.2,0.2
405900,0.2,0.2
405936,0.2,0.2
405972,0.2,0.2
406008,0.2,0.2
406044,0.21,0.21
406080,0.22,0.22
406116,0.23,0.23
406152,0.23,0.23
406188,0.23,0.23
406224,0.23,0.23
406260,0.23,0.23
406296,0.23,0.23
406332,0.23,0.23
406368,0.23,0.23
406404,0.23,0.23
406440,0.23,0.23
406476,0.23,0.23
406512,0.23,0.23
406548,0.23,0.23
406584,0.23,0.23
406620,0.23,0.23
406656,0.23,0.23
406692,0.23,0.23
406728,0.23,0.23
406764,0.23,0.23
406800,0.23,0.23
406836,0.23,0.23
406872,0.23,0.23
406908,0.23,0.23
406944,0.24,0.24
406980,0.24,0.24
407016,0.24,0.24
407052,0.24,0.24
407088,0.24,0.24
407124,0.25,0.25
407160,0.25,0.25
407196,0.25,0.25
407232,0.25,0.25
407268,0.25,0.25
407304,0.25,0.25
407340,0.25,0.25
407376,0.25,0.25
407412,0.25,0.25
407448,0.25,0.25
407484,0.25,0.25
407520,0.25,0.25
407556,0.25,0.25
407592,0.25,0.25
407628,0.25,0.25
407664,0.25,0.25
407700,0.25,0.25
407736,0.25,0.25
407772,0.25,0.25
407808,0.25,0.25
407844,0.25,0.25
407880,0.26,0.26
407916,0.26,0.26
407952,0.26,0.26
407988,0.26,0.26
408024,0.26,0.26
408060,0.26,0.26
408096,0.26,0.26
408132,0.26,0.26
408168,0.26,0.26
408204,0.26,0.26
408240,0.26,0.26
408276,0.26,0.26
408312,0.26,0.26
408348,0.26,0.26
408384,0.26,0.26
408420,0.26,0.26
408456,0.26,0.26
408492,0.26,0.26
408528,0.26,0.26
408564,0.26,0.26
408600,0.26,0.26
408636,0.26,0.26
408672,0.26,0.26
408708,0.26,0.26
408744,0.26,0.26
408780,0.26,0.26
408816,0.26,0.26
408852,0.26,0.26
408888,0.26,0.26
408924,0.26,0.26
408960,0.26,0.26
408996,0.26,0.26
409032,0.26,0.26
409068,0.26,0.26
409104,0.27,0.27
409140,0.27,0.27
409176,0.27,0.27
409212,0.27,0.27
409248,0.27,0.27
409284,0.27,0.27
409320,0.27,0.27
409356,0.27,0.27
409392,0.27,0.27
409428,0.27,0.27
409464,0.27,0.27
409500,0.27,0.27
409536,0.27,0.27
409572,0.27,0.27
409608,0.27,0.27
409644,0.27,0.27
409680,0.27,0.27
409716,0.27,0.27
409752,0.27,0.27
409788,0.27,0.27
409824,0.28,0.28
409860,0.28,0.28
409896,0.28,0.28
409932,0.28,0.28
409968,0.28,0.28
410004,0.28,0.28
410040,0.28,0.28
410076,0.28,0.28
410112,0.28,0.28
410148,0.28,0.28
410184,0.28,0.28
410220,0.28,0.28
410256,0.28,0.28
410292,0.29,0.29
410328,0.29,0.29
410364,0.29,0.29
410400,0.29,0.29
410436,0.29,0.29
410472,0.29,0.29
410508,0.29,0.29
410544,0.29,0.29
410580,0.29,0.29
410616,0.29,0.29
410652,0.29,0.29
410688,0.29,0.29
410724,0.29,0.29
410760,0.29,0.29
410796,0.29,0.29
410832,0.29,0.29
410868,0.29,0.29
410904,0.29,0.29
410940,0.29,0.29
410976,0.29,0.29
411012,0.29,0.29
411048,0.29,0.29
411084,0.29,0.29
411120,0.29,0.29
411156,0.29,0.29
411192,0.29,0.29
411228,0.29,0.29
411264,0.29,0.29
411300,0.29,0.29
411336,0.29,0.29
411372,0.29,0.29
411408,0.29,0.29
411444,0.29,0.29
411480,0.29,0.29
411516,0.29,0.29
411552,0.29,0.29
411588,0.29,0.29
411624,0.29,0.29
411660,0.29,0.29
411696,0.29,0.29
411732,0.29,0.29
411768,0.29,0.29
411804,0.29,0.29
411840,0.29,0.29
411876,0.29,0.29
411912,0.29,0.29
411948,0.29,0.29
411984,0.29,0.29
412020,0.29,0.29
412056,0.29,0.29
412092,0.29,0.29
412128,0.29,0.29
412164,0.29,0.29
412200,0.29,0.29
412236,0.29,0.29
412272,0.29,0.29
412308,0.29,0.29
412344,0.29,0.29
412380,0.29,0.29
412416,0.29,0.29
412452,0.29,0.29
412488,0.29,0.29
412524,0.29,0.29
412560,0.29,0.29
412596,0.29,0.29
412632,0.29,0.29
412668,0.29,0.29
412704,0.29,0.29
412740,0.29,0.29
412776,0.29,0.29
412812,0.29,0.29
412848,0.29,0.29
412884,0.29,0.29
412920,0.29,0.29
412956,0.29,0.29
412992,0.29,0.29
413028,0.29,0.29
413064,0.29,0.29
413100,0.29,0.29
413136,0.29,0.29
413172,0.29,0.29
413208,0.29,0.29
413244,0.29,0.29
413280,0.29,0.29
413316,0.29,0.29
413352,0.29,0.29
413388,0.29,0.29
413424,0.29,0.29
413460,0.29,0.29
413496,0.29,0.29
413532,0.29,0.29
413568,0.29,0.29
413604,0.3,0.3
413640,0.3,0.3
413676,0.3,0.3
413712,0.3,0.3
413748,0.3,0.3
413784,0.3,0.3
413820,0.3,0.3
413856,0.3,0.3
413892,0.3,0.3
413928,0.3,0.3
413964,0.3,0.3
414000,0.3,0.3
414036,0.3,0.3
414072,0.3,0.3
414108,0.3,0.3
414144,0.3,0.3
414180,0.3,0.3
414216,0.3,0.3
414252,0.3,0.3
414288,0.3,0.3
414324,0.3,0.3
414360,0.3,0.3
414396,0.3,0.3
414432,0.3,0.3
414468,0.3,0.3
414504,0.3,0.3
414540,0.3,0.3
414576,0.3,0.3
414612,0.3,0.3
414648,0.3,0.3
414684,0.3,0.3
414720,0.3,0.3
414756,0.3,0.3
414792,0.3,0.3
414828,0.3,0.3
414864,0.3,0.3
414900,0.3,0.3
414936,0.3,0.3
414972,0.3,0.3
415008,0.3,0.3
415044,0.3,0.3
415080,0.31,0.31
415116,0.31,0.31
415152,0.31,0.31
415188,0.31,0.31
415224,0.31,0.31
415260,0.31,0.31
415296,0.31,0.31
415332,0.31,0.31
415368,0.31,0.31
415404,0.31,0.31
415440,0.31,0.31
415476,0.31,0.31
415512,0.31,0.31
415548,0.31,0.31
415584,0.31,0.31
415620,0.32,0.32
415656,0.32,0.32
415692,0.32,0.32
415728,0.32,0.32
415764,0.32,0.32
415800,0.32,0.32
415836,0.32,0.32
415872,0.32,0.32
415908,0.32,0.32
415944,0.32,0.32
415980,0.32,0.32
416016,0.32,0.32
416052,0.32,0.32
416088,0.32,0.32
416124,0.32,0.32
416160,0.32,0.32
416196,0.32,0.32
416232,0.33,0.33
416268,0.33,0.33
416304,0.33,0.33
416340,0.33,0.33
416376,0.33,0.33
416412,0.33,0.33
416448,0.33,0.33
416484,0.33,0.33
416520,0.33,0.33
416556,0.33,0.33
416592,0.33,0.33
416628,0.34,0.34
416664,0.34,0.34
416700,0.34,0.34
416736,0.34,0.34
416772,0.34,0.34
416808,0.34,0.34
416844,0.34,0.34
416880,0.34,0.34
416916,0.34,0.34
416952,0.34,0.34
416988,0.34,0.34
417024,0.34,0.34
417060,0.34,0.34
417096,0.34,0.34
417132,0.34,0.34
417168,0.34,0.34
417204,0.34,0.34
417240,0.34,0.34
417276,0.35,0.35
417312,0.35,0.35
417348,0.35,0.35
417384,0.35,0.35
417420,0.35,0.35
417456,0.35,0.35
417492,0.35,0.35
417528,0.35,0.35
417564,0.35,0.35
417600,0.35,0.35
417636,0.35,0.35
417672,0.35,0.35
417708,0.35,0.35
417744,0.35,0.35
417780,0.35,0.35
417816,0.35,0.35
417852,0.35,0.35
417888,0.35,0.35
417924,0.35,0.35
417960,0.35,0.35
417996,0.35,0.35
418032,0.35,0.35
418068,0.35,0.35
418104,0.35,0.35
418140,0.35,0.35
418176,0.35,0.35
418212,0.35,0.35
418248,0.35,0.35
418284,0.35,0.35
418320,0.36,0.36
418356,0.36,0.36
418392,0.36,0.36
418428,0.36,0.36
418464,0.36,0.36
418500,0.36,0.36
418536,0.36,0.36
418572,0.36,0.36
418608,0.36,0.36
418644,0.36,0.36
418680,0.36,0.36
418716,0.36,0.36
418752,0.36,0.36
418788,0.36,0.36
418824,0.36,0.36
418860,0.36,0.36
418896,0.36,0.36
418932,0.36,0.36
418968,0.36,0.36
419004,0.36,0.36
419040,0.36,0.36
419076,0.36,0.36
419112,0.36,0.36
419148,0.36,0.36
419184,0.36,0.36
419220,0.36,0.36
419256,0.36,0.36
419292,0.36,0.36
419328,0.36,0.36
419364,0.36,0.36
419400,0.36,0.36
419436,0.36,0.36
419472,0.36,0.36
419508,0.36,0.36
419544,0.36,0.36
419580,0.37,0.37
419616,0.37,0.37
419652,0.37,0.37
419688,0.37,0.37
419724,0.37,0.37
419760,0.37,0.37
419796,0.37,0.37
419832,0.37,0.37
419868,0.37,0.37
419904,0.37,0.37
419940,0.37,0.37
419976,0.37,0.37
420012,0.37,0.37
420048,0.37,0.37
420084,0.37,0.37
420120,0.37,0.37
420156,0.37,0.37
420192,0.37,0.37
420228,0.37,0.37
420264,0.37,0.37
420300,0.37,0.37
420336,0.37,0.37
420372,0.39,0.39
420408,0.39,0.39
420444,0.39,0.39
420480,0.39,0.39
420516,0.39,0.39
420552,0.39,0.39
420588,0.39,0.39
420624,0.39,0.39
420660,0.39,0.39
420696,0.39,0.39
420732,0.39,0.39
420768,0.39,0.39
420804,0.39,0.39
420840,0.39,0.39
420876,0.39,0.39
420912,0.39,0.39
420948,0.39,0.39
420984,0.39,0.39
421020,0.39,0.39
421056,0.39,0.39
421092,0.39,0.39
421128,0.39,0.39
421164,0.39,0.39
421200,0.39,0.39
421236,0.39,0.39
421272,0.39,0.39
421308,0.39,0.39
421344,0.39,0.39
421380,0.39,0.39
421416,0.39,0.39
421452,0.39,0.39
421488,0.39,0.39
421524,0.4,0.4
421560,0.4,0.4
421596,0.4,0.4
421632,0.4,0.4
421668,0.4,0.4
421704,0.4,0.4
421740,0.4,0.4
421776,0.4,0.4
421812,0.4,0.4
421848,0.4,0.4
421884,0.4,0.4
421920,0.4,0.4
421956,0.4,0.4
421992,0.4,0.4
422028,0.4,0.4
422064,0.4,0.4
422100,0.4,0.4
422136,0.4,0.4
422172,0.4,0.4
422208,0.4,0.4
422244,0.4,0.4
422280,0.4,0.4
422316,0.4,0.4
422352,0.4,0.4
422388,0.4,0.4
422424,0.4,0.4
422460,0.4,0.4
422496,0.4,0.4
422532,0.4,0.4
422568,0.4,0.4
422604,0.4,0.4
422640,0.4,0.4
422676,0.4,0.4
422712,0.4,0.4
422748,0.4,0.4
422784,0.4,0.4
422820,0.4,0.4
422856,0.4,0.4
422892,0.4,0.4
422928,0.4,0.4
422964,0.4,0.4
423000,0.4,0.4
423036,0.4,0.4
423072,0.4,0.4
423108,0.4,0.4
423144,0.4,0.4
423180,0.4,0.4
423216,0.4,0.4
423252,0.4,0.4
423288,0.4,0.4
423324,0.4,0.4
423360,0.4,0.4
423396,0.41,0.41
423432,0.41,0.41
423468,0.41,0.41
423504,0.41,0.41
423540,0.41,0.41
423576,0.41,0.41
423612,0.41,0.41
423648,0.41,0.41
423684,0.41,0.41
423720,0.41,0.41
423756,0.41,0.41
423792,0.41,0.41
423828,0.41,0.41
423864,0.41,0.41
423900,0.41,0.41
423936,0.41,0.41
423972,0.41,0.41
424008,0.41,0.41
424044,0.41,0.41
424080,0.41,0.41
424116,0.41,0.41
424152,0.41,0.41
424188,0.41,0.41
424224,0.41,0.41
424260,0.41,0.41
424296,0.41,0.41
424332,0.41,0.41
424368,0.41,0.41
424404,0.41,0.41
424440,0.41,0.41
424476,0.41,0.41
424512,0.41,0.41
424548,0.41,0.41
424584,0.41,0.41
424620,0.41,0.41
424656,0.41,0.41
424692,0.41,0.41
424728,0.41,0.41
424764,0.41,0.41
424800,0.41,0.41
424836,0.41,0.41
424872,0.41,0.41
424908,0.41,0.41
424944,0.41,0.41
424980,0.41,0.41
425016,0.41,0.41
425052,0.41,0.41
425088,0.41,0.41
425124,0.41,0.41
425160,0.41,0.41
425196,0.41,0.41
425232,0.41,0.41
425268,0.41,0.41
425304,0.41,0.41
425340,0.42,0.42
425376,0.42,0.42
425412,0.42,0.42
425448,0.43,0.43
425484,0.43,0.43
425520,0.43,0.43
425556,0.43,0.43
425592,0.43,0.43
425628,0.43,0.43
425664,0.43,0.43
425700,0.43,0.43
425736,0.43,0.43
425772,0.43,0.43
425808,0.43,0.43
425844,0.43,0.43
425880,0.43,0.43
425916,0.43,0.43
425952,0.43,0.43
425988,0.43,0.43
426024,0.43,0.43
426060,0.43,0.43
426096,0.43,0.43
426132,0.43,0.43
426168,0.43,0.43
426204,0.43,0.43
426240,0.43,0.43
426276,0.43,0.43
426312,0.43,0.43
426348,0.43,0.43
426384,0.43,0.43
426420,0.43,0.43
426456,0.43,0.43
426492,0.43,0.43
426528,0.43,0.43
426564,0.43,0.43
426600,0.43,0.43
426636,0.43,0.43
426672,0.43,0.43
426708,0.43,0.43
426744,0.43,0.43
426780,0.43,0.43
426816,0.43,0.43
426852,0.43,0.43
426888,0.43,0.43
426924,0.43,0.43
426960,0.43,0.43
426996,0.43,0.43
427032,0.43,0.43
427068,0.43,0.43
427104,0.43,0.43
427140,0.43,0.43
427176,0.43,0.43
427212,0.43,0.43
427248,0.43,0.43
427284,0.43,0.43
427320,0.43,0.43
427356,0.43,0.43
427392,0.43,0.43
427428,0.43,0.43
427464,0.43,0.43
427500,0.43,0.43
427536,0.43,0.43
427572,0.43,0.43
427608,0.43,0.43
427644,0.43,0.43
427680,0.43,0.43
427716,0.43,0.43
427752,0.43,0.43
427788,0.43,0.43
427824,0.44,0.44
427860,0.44,0.44
427896,0.44,0.44
427932,0.44,0.44
427968,0.44,0.44
428004,0.44,0.44
428040,0.44,0.44
428076,0.44,0.44
428112,0.44,0.44
428148,0.44,0.44
428184,0.44,0.44
428220,0.44,0.44
428256,0.44,0.44
428292,0.44,0.44
428328,0.44,0.44
428364,0.44,0.44
428400,0.44,0.44
428436,0.44,0.44
428472,0.44,0.44
428508,0.44,0.44
428544,0.44,0.44
428580,0.44,0.44
428616,0.44,0.44
428652,0.44,0.44
428688,0.44,0.44
428724,0.44,0.44
428760,0.44,0.44
428796,0.44,0.44
428832,0.44,0.44
428868,0.44,0.44
428904,0.44,0.44
428940,0.44,0.44
428976,0.44,0.44
429012,0.44,0.44
429048,0.44,0.44
429084,0.44,0.44
429120,0.44,0.44
429156,0.44,0.44
429192,0.44,0.44
429228,0.44,0.44
429264,0.44,0.44
429300,0.44,0.44
429336,0.44,0.44
429372,0.44,0.44
429408,0.44,0.44
429444,0.44,0.44
429480,0.44,0.44
429516,0.45,0.45
429552,0.45,0.45
429588,0.45,0.45
429624,0.45,0.45
429660,0.45,0.45
429696,0.45,0.45
429732,0.45,0.45
429768,0.45,0.45
429804,0.45,0.45
429840,0.45,0.45
429876,0.45,0.45
429912,0.45,0.45
429948,0.45,0.45
429984,0.45,0.45
430020,0.45,0.45
430056,0.45,0.45
430092,0.45,0.45
430128,0.45,0.45
430164,0.45,0.45
430200,0.45,0.45
430236,0.45,0.45
430272,0.45,0.45
430308,0.45,0.45
430344,0.45,0.45
430380,0.45,0.45
430416,0.45,0.45
430452,0.45,0.45
430488,0.45,0.45
430524,0.45,0.45
430560,0.45,0.45
430596,0.45,0.45
430632,0.45,0.45
430668,0.45,0.45
430704,0.45,0.45
430740,0.45,0.45
430776,0.45,0.45
430812,0.45,0.45
430848,0.45,0.45
430884,0.45,0.45
430920,0.45,0.45
430956,0.45,0.45
430992,0.45,0.45
431028,0.45,0.45
431064,0.45,0.45
431100,0.45,0.45
431136,0.45,0.45
431172,0.45,0.45
431208,0.45,0.45
431244,0.45,0.45
431280,0.45,0.45
431316,0.45,0.45
431352,0.45,0.45
431388,0.45,0.45
431424,0.45,0.45
431460,0.45,0.45
431496,0.45,0.45
431532,0.45,0.45
431568,0.45,0.45
431604,0.45,0.45
431640,0.45,0.45
431676,0.45,0.45
431712,0.45,0.45
431748,0.45,0.45
431784,0.45,0.45
431820,0.45,0.45
431856,0.45,0.45
431892,0.45,0.45
431928,0.45,0.45
431964,0.45,0.45
432000,0.45,0.45
432036,0.45,0.45
432072,0.45,0.45
432108,0.45,0.45
432144,0.45,0.45
432180,0.45,0.45
432216,0.46,0.46
432252,0.46,0.46
432288,0.46,0.46
432324,0.46,0.46
432360,0.46,0.46
432396,0.46,0.46
432432,0.46,0.46
432468,0.46,0.46
432504,0.46,0.46
432540,0.46,0.46
432576,0.46,0.46
432612,0.46,0.46
432648,0.46,0.46
432684,0.46,0.46
432720,0.46,0.46
432756,0.46,0.46
432792,0.46,0.46
432828,0.46,0.46
432864,0.46,0.46
432900,0.46,0.46
432936,0.46,0.46
432972,0.46,0.46
433008,0.46,0.46
433044,0.46,0.46
433080,0.46,0.46
433116,0.46,0.46
433152,0.46,0.46
433188,0.46,0.46
433224,0.46,0.46
433260,0.46,0.46
433296,0.46,0.46
433332,0.46,0.46
433368,0.46,0.46
433404,0.46,0.46
433440,0.46,0.46
433476,0.46,0.46
433512,0.46,0.46
433548,0.46,0.46
433584,0.46,0.46
433620,0.46,0.46
433656,0.46,0.46
433692,0.46,0.46
433728,0.46,0.46
433764,0.46,0.46
433800,0.46,0.46
433836,0.46,0.46
433872,0.46,0.46
433908,0.46,0.46
433944,0.46,0.46
433980,0.46,0.46
434016,0.46,0.46
434052,0.46,0.46
434088,0.46,0.46
434124,0.46,0.46
434160,0.46,0.46
434196,0.46,0.46
434232,0.46,0.46
434268,0.47,0.47
434304,0.47,0.47
434340,0.47,0.47
434376,0.47,0.47
434412,0.47,0.47
434448,0.47,0.47
434484,0.47,0.47
434520,0.48,0.48
434556,0.48,0.48
434592,0.48,0.48
434628,0.48,0.48
434664,0.48,0.48
434700,0.49,0.49
434736,0.49,0.49
434772,0.49,0.49
434808,0.49,0.49
434844,0.49,0.49
434880,0.49,0.49
434916,0.49,0.49
434952,0.49,0.49
434988,0.49,0.49
435024,0.49,0.49
435060,0.49,0.49
435096,0.49,0.49
435132,0.49,0.49
435168,0.49,0.49
435204,0.49,0.49
435240,0.49,0.49
435276,0.49,0.49
435312,0.49,0.49
435348,0.49,0.49
435384,0.49,0.49
435420,0.49,0.49
435456,0.49,0.49
435492,0.49,0.49
435528,0.49,0.49
435564,0.49,0.49
435600,0.49,0.49
435636,0.49,0.49
435672,0.49,0.49
435708,0.49,0.49
435744,0.49,0.49
435780,0.49,0.49
435816,0.49,0.49
435852,0.49,0.49
435888,0.5,0.5
435924,0.5,0.5
435960,0.5,0.5
435996,0.5,0.5
436032,0.5,0.5
436068,0.5,0.5
436104,0.5,0.5
436140,0.5,0.5
436176,0.5,0.5
436212,0.5,0.5
436248,0.5,0.5
436284,0.5,0.5
436320,0.51,0.51
436356,0.51,0.51
436392,0.51,0.51
436428,0.51,0.51
436464,0.51,0.51
436500,0.51,0.51
436536,0.51,0.51
436572,0.51,0.51
436608,0.51,0.51
436644,0.51,0.51
436680,0.51,0.51
436716,0.51,0.51
436752,0.51,0.51
436788,0.51,0.51
436824,0.51,0.51
436860,0.51,0.51
436896,0.51,0.51
436932,0.51,0.51
436968,0.51,0.51
437004,0.51,0.51
437040,0.51,0.51
437076,0.51,0.51
437112,0.51,0.51
437148,0.52,0.52
437184,0.52,0.52
437220,0.52,0.52
437256,0.52,0.52
437292,0.52,0.52
437328,0.52,0.52
437364,0.52,0.52
437400,0.52,0.52
437436,0.52,0.52
437472,0.52,0.52
437508,0.52,0.52
437544,0.52,0.52
437580,0.52,0.52
437616,0.52,0.52
437652,0.52,0.52
437688,0.52,0.52
437724,0.52,0.52
437760,0.52,0.52
437796,0.52,0.52
437832,0.52,0.52
437868,0.52,0.52
437904,0.52,0.52
437940,0.52,0.52
437976,0.52,0.52
438012,0.52,0.52
438048,0.52,0.52
438084,0.52,0.52
438120,0.52,0.52
438156,0.52,0.52
438192,0.52,0.52
438228,0.52,0.52
438264,0.52,0.52
438300,0.53,0.53
438336,0.53,0.53
438372,0.53,0.53
438408,0.53,0.53
438444,0.53,0.53
438480,0.53,0.53
438516,0.53,0.53
438552,0.53,0.53
438588,0.53,0.53
438624,0.53,0.53
438660,0.53,0.53
438696,0.53,0.53
438732,0.53,0.53
438768,0.53,0.53
438804,0.53,0.53
438840,0.53,0.53
438876,0.53,0.53
438912,0.53,0.53
438948,0.53,0.53
438984,0.53,0.53
439020,0.53,0.53
439056,0.53,0.53
439092,0.53,0.53
439128,0.53,0.53
439164,0.53,0.53
439200,0.53,0.53
439236,0.53,0.53
439272,0.53,0.53
439308,0.53,0.53
439344,0.53,0.53
439380,0.53,0.53
439416,0.53,0.53
439452,0.53,0.53
439488,0.53,0.53
439524,0.53,0.53
439560,0.53,0.53
439596,0.53,0.53
439632,0.53,0.53
439668,0.53,0.53
439704,0.53,0.53
439740,0.53,0.53
439776,0.53,0.53
439812,0.53,0.53
439848,0.53,0.53
439884,0.53,0.53
439920,0.53,0.53
439956,0.53,0.53
439992,0.53,0.53
440028,0.53,0.53
440064,0.53,0.53
440100,0.53,0.53
440136,0.53,0.53
440172,0.53,0.53
440208,0.53,0.53
440244,0.53,0.53
440280,0.53,0.53
440316,0.53,0.53
440352,0.53,0.53
440388,0.53,0.53
440424,0.53,0.53
440460,0.53,0.53
440496,0.53,0.53
440532,0.53,0.53
440568,0.53,0.53
440604,0.53,0.53
440640,0.53,0.53
440676,0.53,0.53
440712,0.53,0.53
440748,0.53,0.53
440784,0.53,0.53
440820,0.53,0.53
440856,0.53,0.53
440892,0.53,0.53
440928,0.53,0.53
440964,0.53,0.53
441000,0.53,0.53
441036,0.53,0.53
441072,0.53,0.53
441108,0.53,0.53
441144,0.53,0.53
441180,0.53,0.53
441216,0.53,0.53
441252,0.53,0.53
441288,0.53,0.53
441324,0.53,0.53
441360,0.53,0.53
441396,0.53,0.53
441432,0.53,0.53
441468,0.53,0.53
441504,0.53,0.53
441540,0.53,0.53
441576,0.53,0.53
441612,0.53,0.53
441648,0.53,0.53
441684,0.53,0.53
441720,0.53,0.53
441756,0.53,0.53
441792,0.53,0.53
441828,0.53,0.53
441864,0.53,0.53
441900,0.53,0.53
441936,0.53,0.53
441972,0.53,0.53
442008,0.53,0.53
442044,0.53,0.53
442080,0.53,0.53
442116,0.53,0.53
442152,0.53,0.53
442188,0.53,0.53
442224,0.53,0.53
442260,0.53,0.53
442296,0.53,0.53
442332,0.53,0.53
442368,0.53,0.53
442404,0.53,0.53
442440,0.53,0.53
442476,0.53,0.53
442512,0.53,0.53
442548,0.53,0.53
442584,0.53,0.53
442620,0.53,0.53
442656,0.53,0.53
442692,0.53,0.53
442728,0.53,0.53
442764,0.53,0.53
442800,0.53,0.53
442836,0.53,0.53
442872,0.53,0.53
442908,0.53,0.53
442944,0.53,0.53
442980,0.53,0.53
443016,0.53,0.53
443052,0.53,0.53
443088,0.53,0.53
443124,0.53,0.53
443160,0.53,0.53
443196,0.53,0.53
443232,0.53,0.53
443268,0.53,0.53
443304,0.53,0.53
443340,0.53,0.53
443376,0.53,0.53
443412,0.53,0.53
443448,0.53,0.53
443484,0.53,0.53
443520,0.53,0.53
443556,0.53,0.53
443592,0.53,0.53
443628,0.53,0.53
443664,0.53,0.53
443700,0.53,0.53
443736,0.53,0.53
443772,0.53,0.53
443808,0.53,0.53
443844,0.53,0.53
443880,0.53,0.53
443916,0.53,0.53
443952,0.53,0.53
443988,0.53,0.53
444024,0.53,0.53
444060,0.53,0.53
444096,0.53,0.53
444132,0.53,0.53
444168,0.53,0.53
444204,0.53,0.53
444240,0.53,0.53
444276,0.53,0.53
444312,0.53,0.53
444348,0.53,0.53
444384,0.53,0.53
444420,0.53,0.53
444456,0.53,0.53
444492,0.53,0.53
444528,0.53,0.53
444564,0.54,0.54
444600,0.54,0.54
444636,0.55,0.55
444672,0.55,0.55
444708,0.55,0.55
444744,0.55,0.55
444780,0.55,0.55
444816,0.55,0.55
444852,0.55,0.55
444888,0.55,0.55
444924,0.55,0.55
444960,0.55,0.55
444996,0.55,0.55
445032,0.55,0.55
445068,0.55,0.55
445104,0.55,0.55
445140,0.55,0.55
445176,0.55,0.55
445212,0.55,0.55
445248,0.55,0.55
445284,0.55,0.55
445320,0.55,0.55
445356,0.55,0.55
445392,0.55,0.55
445428,0.55,0.55
445464,0.55,0.55
445500,0.55,0.55
445536,0.55,0.55
445572,0.55,0.55
445608,0.55,0.55
445644,0.55,0.55
445680,0.55,0.55
445716,0.55,0.55
445752,0.55,0.55
445788,0.55,0.55
445824,0.56,0.56
445860,0.56,0.56
445896,0.56,0.56
445932,0.56,0.56
445968,0.56,0.56
446004,0.56,0.56
446040,0.56,0.56
446076,0.56,0.56
446112,0.56,0.56
446148,0.56,0.56
446184,0.56,0.56
446220,0.56,0.56
446256,0.56,0.56
446292,0.56,0.56
446328,0.56,0.56
446364,0.56,0.56
446400,0.56,0.56
446436,0.56,0.56
446472,0.56,0.56
446508,0.57,0.57
446544,0.57,0.57
446580,0.57,0.57
446616,0.57,0.57
446652,0.57,0.57
446688,0.57,0.57
446724,0.57,0.57
446760,0.57,0.57
446796,0.57,0.57
446832,0.57,0.57
446868,0.57,0.57
446904,0.57,0.57
446940,0.57,0.57
446976,0.57,0.57
447012,0.57,0.57
447048,0.57,0.57
447084,0.57,0.57
447120,0.57,0.57
447156,0.57,0.57
447192,0.57,0.57
447228,0.57,0.57
447264,0.57,0.57
447300,0.57,0.57
447336,0.57,0.57
447372,0.57,0.57
447408,0.57,0.57
447444,0.57,0.57
447480,0.57,0.57
447516,0.57,0.57
447552,0.57,0.57
447588,0.57,0.57
447624,0.57,0.57
447660,0.57,0.57
447696,0.57,0.57
447732,0.57,0.57
447768,0.57,0.57
447804,0.58,0.58
447840,0.58,0.58
447876,0.58,0.58
447912,0.58,0.58
447948,0.58,0.58
447984,0.58,0.58
448020,0.58,0.58
448056,0.58,0.58
448092,0.58,0.58
448128,0.58,0.58
448164,0.58,0.58
448200,0.58,0.58
448236,0.58,0.58
448272,0.58,0.58
448308,0.58,0.58
448344,0.58,0.58
448380,0.58,0.58
448416,0.58,0.58
448452,0.58,0.58
448488,0.58,0.58
448524,0.58,0.58
448560,0.58,0.58
448596,0.58,0.58
448632,0.58,0.58
448668,0.58,0.58
448704,0.58,0.58
448740,0.58,0.58
448776,0.58,0.58
448812,0.58,0.58
448848,0.58,0.58
448884,0.58,0.58
448920,0.58,0.58
448956,0.58,0.58
448992,0.58,0.58
449028,0.58,0.58
449064,0.58,0.58
449100,0.58,0.58
449136,0.58,0.58
449172,0.58,0.58
449208,0.58,0.58
449244,0.58,0.58
449280,0.58,0.58
449316,0.58,0.58
449352,0.58,0.58
449388,0.58,0.58
449424,0.58,0.58
449460,0.58,0.58
449496,0.58,0.58
449532,0.58,0.58
449568,0.58,0.58
449604,0.58,0.58
449640,0.58,0.58
449676,0.58,0.58
449712,0.58,0.58
449748,0.58,0.58
449784,0.58,0.58
449820,0.58,0.58
449856,0.58,0.58
449892,0.58,0.58
449928,0.58,0.58
449964,0.58,0.58
450000,0.58,0.58
450036,0.58,0.58
450072,0.58,0.58
450108,0.58,0.58
450144,0.58,0.58
450180,0.58,0.58
450216,0.58,0.58
450252,0.58,0.58
